#q values 1/A: 1.81000  1.91000  2.01000 
2.199999988079071045e-02 1.025835514068603516e+00 1.468346570618450642e-03 1.021365284919738770e+00 1.412426820024847984e-03 1.021161198616027832e+00 1.442199805751442909e-03
4.399999976158142090e-02 1.022392630577087402e+00 1.476965378969907761e-03 1.021804809570312500e+00 1.404173788614571095e-03 1.022294998168945312e+00 1.453904435038566589e-03
6.599999964237213135e-02 1.025214076042175293e+00 1.475047436542809010e-03 1.021261215209960938e+00 1.416400424204766750e-03 1.022572159767150879e+00 1.450178329832851887e-03
8.799999952316284180e-02 1.020417213439941406e+00 1.482027349993586540e-03 1.022688388824462891e+00 1.413656165823340416e-03 1.020017981529235840e+00 1.442174543626606464e-03
1.099999994039535522e-01 1.023752689361572266e+00 1.470835995860397816e-03 1.023571252822875977e+00 1.393114682286977768e-03 1.018225789070129395e+00 1.435514888726174831e-03
1.319999992847442627e-01 1.024165630340576172e+00 1.470642397180199623e-03 1.022544264793395996e+00 1.404558657668530941e-03 1.022844314575195312e+00 1.456836238503456116e-03
1.539999991655349731e-01 1.023736715316772461e+00 1.492497976869344711e-03 1.021160125732421875e+00 1.412552432157099247e-03 1.020828366279602051e+00 1.434695324860513210e-03
1.759999990463256836e-01 1.021045088768005371e+00 1.476091798394918442e-03 1.018125414848327637e+00 1.406167401000857353e-03 1.020537853240966797e+00 1.440048334188759327e-03
1.979999989271163940e-01 1.022196531295776367e+00 1.478098914958536625e-03 1.020277142524719238e+00 1.412407029420137405e-03 1.020005345344543457e+00 1.440578373149037361e-03
2.199999988079071045e-01 1.023536205291748047e+00 1.481775892898440361e-03 1.022215604782104492e+00 1.414733240380883217e-03 1.023312807083129883e+00 1.447805669158697128e-03
2.419999986886978149e-01 1.025206565856933594e+00 1.475524390116333961e-03 1.018985748291015625e+00 1.409155200235545635e-03 1.019718527793884277e+00 1.441039843484759331e-03
2.639999985694885254e-01 1.023009657859802246e+00 1.482356106862425804e-03 1.024113535881042480e+00 1.424216665327548981e-03 1.018710851669311523e+00 1.447329297661781311e-03
2.860000133514404297e-01 1.022134065628051758e+00 1.474716700613498688e-03 1.020372748374938965e+00 1.404045964591205120e-03 1.022594690322875977e+00 1.448236522264778614e-03
3.079999983310699463e-01 1.022866129875183105e+00 1.470872783102095127e-03 1.021104454994201660e+00 1.406941679306328297e-03 1.021410584449768066e+00 1.442193286493420601e-03
3.300000131130218506e-01 1.024257183074951172e+00 1.459701568819582462e-03 1.020366430282592773e+00 1.398091670125722885e-03 1.018517851829528809e+00 1.437804428860545158e-03
3.519999980926513672e-01 1.023311376571655273e+00 1.488646725192666054e-03 1.021339416503906250e+00 1.408490235917270184e-03 1.018060207366943359e+00 1.422092551365494728e-03
3.959999978542327881e-01 1.023021340370178223e+00 1.039973809383809566e-03 1.022074460983276367e+00 9.935308480635285378e-04 1.021988391876220703e+00 1.030240673571825027e-03
4.399999976158142090e-01 1.024241685867309570e+00 1.039974158629775047e-03 1.023512244224548340e+00 9.960035094991326332e-04 1.021654129028320312e+00 1.025956124067306519e-03
4.839999973773956299e-01 1.023633718490600586e+00 1.051926519721746445e-03 1.021786332130432129e+00 9.961058385670185089e-04 1.019866943359375000e+00 1.023039105348289013e-03
5.279999971389770508e-01 1.022565960884094238e+00 1.055628992617130280e-03 1.020785570144653320e+00 9.918041760101914406e-04 1.019332766532897949e+00 1.025364501401782036e-03
5.720000267028808594e-01 1.024491310119628906e+00 1.051720464602112770e-03 1.020598888397216797e+00 9.922353783622384071e-04 1.021251320838928223e+00 1.012287335470318794e-03
6.159999966621398926e-01 1.023472905158996582e+00 1.052986248396337032e-03 1.021900057792663574e+00 9.980492759495973587e-04 1.019894957542419434e+00 1.009319792501628399e-03
6.600000262260437012e-01 1.023310184478759766e+00 1.037523848935961723e-03 1.021931052207946777e+00 1.004291465505957603e-03 1.022397279739379883e+00 1.023957738652825356e-03
7.039999961853027344e-01 1.023871779441833496e+00 8.544448646716773510e-04 1.021458387374877930e+00 8.131515351124107838e-04 1.020669341087341309e+00 8.286270895041525364e-04
7.919999957084655762e-01 1.023466348648071289e+00 7.425061194226145744e-04 1.021598696708679199e+00 6.946284556761384010e-04 1.020086050033569336e+00 7.234429940581321716e-04
8.799999952316284180e-01 1.024232387542724609e+00 7.382864714600145817e-04 1.020612478256225586e+00 7.002186030149459839e-04 1.021074414253234863e+00 7.190760225057601929e-04
9.679999947547912598e-01 1.024528145790100098e+00 7.421266636811196804e-04 1.021039843559265137e+00 7.036730530671775341e-04 1.021131157875061035e+00 7.269543129950761795e-04
1.055999994277954102e+00 1.023595690727233887e+00 7.395136053673923016e-04 1.021517872810363770e+00 7.006915402598679066e-04 1.020452618598937988e+00 7.247544708661735058e-04
1.144000053405761719e+00 1.021768927574157715e+00 7.412497652694582939e-04 1.021455883979797363e+00 6.993165588937699795e-04 1.021096944808959961e+00 7.156287902034819126e-04
1.231999993324279785e+00 1.023054361343383789e+00 7.346057682298123837e-04 1.021753787994384766e+00 6.975202122703194618e-04 1.020022153854370117e+00 7.218967075459659100e-04
1.320000052452087402e+00 1.023070812225341797e+00 7.455847808159887791e-04 1.021134734153747559e+00 7.001673802733421326e-04 1.021266579627990723e+00 7.208986789919435978e-04
1.407999992370605469e+00 1.025026082992553711e+00 6.007734336890280247e-04 1.021134614944458008e+00 5.758763873018324375e-04 1.021296739578247070e+00 5.882357945665717125e-04
1.583999991416931152e+00 1.023614406585693359e+00 5.201178719289600849e-04 1.020653724670410156e+00 4.967931890860199928e-04 1.021374821662902832e+00 5.046798032708466053e-04
1.759999990463256836e+00 1.023733735084533691e+00 5.230082315392792225e-04 1.021630883216857910e+00 4.950999864377081394e-04 1.020592093467712402e+00 5.142341833561658859e-04
