#q values 1/A: 1.81000  1.91000  2.01000 
1.099999994039535522e-02 1.023307561874389648e+00 3.287453902885317802e-03 1.027525663375854492e+00 3.172082360833883286e-03 1.025760293006896973e+00 3.249202854931354523e-03
2.199999988079071045e-02 1.026195287704467773e+00 3.295531962066888809e-03 1.021636486053466797e+00 3.078274428844451904e-03 1.027386188507080078e+00 3.240355290472507477e-03
3.299999982118606567e-02 1.031666159629821777e+00 3.329302882775664330e-03 1.027329206466674805e+00 3.141658380627632141e-03 1.028012871742248535e+00 3.218494821339845657e-03
4.399999976158142090e-02 1.032523393630981445e+00 3.297044895589351654e-03 1.032598853111267090e+00 3.129888791590929031e-03 1.030403256416320801e+00 3.289399901404976845e-03
5.499999970197677612e-02 1.030654907226562500e+00 3.323070472106337547e-03 1.031952142715454102e+00 3.142155474051833153e-03 1.027506589889526367e+00 3.233199939131736755e-03
6.599999964237213135e-02 1.032285809516906738e+00 3.312036395072937012e-03 1.026728749275207520e+00 3.154213773086667061e-03 1.024918198585510254e+00 3.282238496467471123e-03
7.699999958276748657e-02 1.034785389900207520e+00 3.336012829095125198e-03 1.030254721641540527e+00 3.113571321591734886e-03 1.023752093315124512e+00 3.246578155085444450e-03
8.799999952316284180e-02 1.026074051856994629e+00 3.378631547093391418e-03 1.026392459869384766e+00 3.137224121019244194e-03 1.026074767112731934e+00 3.237409517168998718e-03
9.899999946355819702e-02 1.030055761337280273e+00 3.313301596790552139e-03 1.027858257293701172e+00 3.099606139585375786e-03 1.024903416633605957e+00 3.174655372276902199e-03
1.099999994039535522e-01 1.032034277915954590e+00 3.318309783935546875e-03 1.029278874397277832e+00 3.100509289652109146e-03 1.029256939888000488e+00 3.261911449953913689e-03
1.209999993443489075e-01 1.032588481903076172e+00 3.348066471517086029e-03 1.026511073112487793e+00 3.167151939123868942e-03 1.026315331459045410e+00 3.251620568335056305e-03
1.319999992847442627e-01 1.033721923828125000e+00 3.337049391120672226e-03 1.029878258705139160e+00 3.123926930129528046e-03 1.029526829719543457e+00 3.243601880967617035e-03
1.430000066757202148e-01 1.033271074295043945e+00 3.348426194861531258e-03 1.034059047698974609e+00 3.171036252751946449e-03 1.028369307518005371e+00 3.239776706323027611e-03
1.539999991655349731e-01 1.028162598609924316e+00 3.296536859124898911e-03 1.032602190971374512e+00 3.174660494551062584e-03 1.026051998138427734e+00 3.235247917473316193e-03
