t,Q,dQ,tau,beta,c,y0,dtau,dbeta,dc,dy0
3499.9998,0.75,0.01,2876.03145692235,1.2904407760725793,0.018939984971233555,1.0041,5.302435826136531,0.0046578384225866,2.4498660948210806e-05,0.0
8499.99975,0.75,0.01,1632.4297374020985,1.194508950520528,0.017696131079537426,1.0041,5.827009852944563,0.009855286379976068,5.005294388676227e-05,0.0
10999.999450000001,0.75,0.01,1545.1355845395678,1.1021967471930152,0.017604681785833867,1.0041,9.62887203687391,0.016277076276289253,7.461960640984953e-05,0.0
13499.999150000001,0.75,0.01,1469.7639638245275,1.0920497727327274,0.017366357585926924,1.0041,6.823300567988969,0.010298654055813572,6.194549388628375e-05,0.0
15999.9994,0.75,0.01,1517.721966910641,1.0723087918515397,0.01724966510918773,1.0041,9.967365634394994,0.01662294706784809,7.685195331656128e-05,0.0
18169.7219,0.75,0.01,1469.1645873934078,1.0417942473946047,0.017248243808019093,1.0041,7.8989679287894425,0.012494644335555161,6.943898305163412e-05,0.0
