#q values 1/A: 1.81000  1.91000  2.01000 
2.199999988079071045e-02 1.025028705596923828e+00 1.715796999633312225e-03 1.021184086799621582e+00 1.650095568038523197e-03 1.022456049919128418e+00 1.688701915554702282e-03
4.399999976158142090e-02 1.022263884544372559e+00 1.729507814161479473e-03 1.020970463752746582e+00 1.644481904804706573e-03 1.022373437881469727e+00 1.684777904301881790e-03
6.599999964237213135e-02 1.024846196174621582e+00 1.717504113912582397e-03 1.020150065422058105e+00 1.657613553106784821e-03 1.021695494651794434e+00 1.696918392553925514e-03
8.799999952316284180e-02 1.020126104354858398e+00 1.724501489661633968e-03 1.023695707321166992e+00 1.655130530707538128e-03 1.019592046737670898e+00 1.684062648564577103e-03
1.099999994039535522e-01 1.024991393089294434e+00 1.716536819003522396e-03 1.021372556686401367e+00 1.628831028938293457e-03 1.019260644912719727e+00 1.678230706602334976e-03
1.319999992847442627e-01 1.024118542671203613e+00 1.717032864689826965e-03 1.021586775779724121e+00 1.642463612370193005e-03 1.022879958152770996e+00 1.704148016870021820e-03
1.539999991655349731e-01 1.022802472114562988e+00 1.741786603815853596e-03 1.021671891212463379e+00 1.647762372158467770e-03 1.021112084388732910e+00 1.667013973928987980e-03
1.759999990463256836e-01 1.020751476287841797e+00 1.726173795759677887e-03 1.019302725791931152e+00 1.651232130825519562e-03 1.019163012504577637e+00 1.685096998699009418e-03
1.979999989271163940e-01 1.021451830863952637e+00 1.718505751341581345e-03 1.018767952919006348e+00 1.656844397075474262e-03 1.019976735115051270e+00 1.678993809036910534e-03
2.199999988079071045e-01 1.024420738220214844e+00 1.727555063553154469e-03 1.022138357162475586e+00 1.656391075812280178e-03 1.023096680641174316e+00 1.684835995547473431e-03
2.419999986886978149e-01 1.025309205055236816e+00 1.725620822980999947e-03 1.019249320030212402e+00 1.641784911043941975e-03 1.018069624900817871e+00 1.686027622781693935e-03
2.639999985694885254e-01 1.021651864051818848e+00 1.727014663629233837e-03 1.024907946586608887e+00 1.658413442783057690e-03 1.017640113830566406e+00 1.687176991254091263e-03
2.860000133514404297e-01 1.022089123725891113e+00 1.726407557725906372e-03 1.021103262901306152e+00 1.636252389289438725e-03 1.023047089576721191e+00 1.695583458058536053e-03
3.079999983310699463e-01 1.024067997932434082e+00 1.710080658085644245e-03 1.020512342453002930e+00 1.644390169531106949e-03 1.021492481231689453e+00 1.686273026280105114e-03
3.300000131130218506e-01 1.024177193641662598e+00 1.697934116236865520e-03 1.021007895469665527e+00 1.633663079701364040e-03 1.018290162086486816e+00 1.686066854745149612e-03
3.519999980926513672e-01 1.023156285285949707e+00 1.739553292281925678e-03 1.021310091018676758e+00 1.652223290875554085e-03 1.016367912292480469e+00 1.661624060943722725e-03
3.959999978542327881e-01 1.023378014564514160e+00 1.218371791765093803e-03 1.022109150886535645e+00 1.157951541244983673e-03 1.022253155708312988e+00 1.198646496050059795e-03
4.399999976158142090e-01 1.023904323577880859e+00 1.213220530189573765e-03 1.023689985275268555e+00 1.163399312645196915e-03 1.021619319915771484e+00 1.193316071294248104e-03
4.839999973773956299e-01 1.023986220359802246e+00 1.230819150805473328e-03 1.022000551223754883e+00 1.164131215773522854e-03 1.020811676979064941e+00 1.192985451780259609e-03
5.279999971389770508e-01 1.021484017372131348e+00 1.233608694747090340e-03 1.020951390266418457e+00 1.157293445430696011e-03 1.018223047256469727e+00 1.195046002976596355e-03
5.720000267028808594e-01 1.024981737136840820e+00 1.228762557730078697e-03 1.020628929138183594e+00 1.160820713266730309e-03 1.021085023880004883e+00 1.178248203359544277e-03
6.159999966621398926e-01 1.024137377738952637e+00 1.226545660756528378e-03 1.021790146827697754e+00 1.168744172900915146e-03 1.019783496856689453e+00 1.180980238132178783e-03
6.600000262260437012e-01 1.023168563842773438e+00 1.205345033667981625e-03 1.021887421607971191e+00 1.169400289654731750e-03 1.021709203720092773e+00 1.201293547637760639e-03
7.039999961853027344e-01 1.024136185646057129e+00 9.949019877240061760e-04 1.022296190261840820e+00 9.518465958535671234e-04 1.020657181739807129e+00 9.692313033156096935e-04
7.919999957084655762e-01 1.023049950599670410e+00 8.656366844661533833e-04 1.022136449813842773e+00 8.101448765955865383e-04 1.019942760467529297e+00 8.479092502966523170e-04
8.799999952316284180e-01 1.024083018302917480e+00 8.617903222329914570e-04 1.020741701126098633e+00 8.294609724543988705e-04 1.020846843719482422e+00 8.370946161448955536e-04
9.679999947547912598e-01 1.023658037185668945e+00 8.665308705531060696e-04 1.021647810935974121e+00 8.243038901127874851e-04 1.020810246467590332e+00 8.462660480290651321e-04
1.055999994277954102e+00 1.023755550384521484e+00 8.587047341279685497e-04 1.020745992660522461e+00 8.189684012904763222e-04 1.020625352859497070e+00 8.454936905764043331e-04
1.144000053405761719e+00 1.021254301071166992e+00 8.660723688080906868e-04 1.021560668945312500e+00 8.188377832993865013e-04 1.021265506744384766e+00 8.362971129827201366e-04
1.231999993324279785e+00 1.023860335350036621e+00 8.551132632419466972e-04 1.021926760673522949e+00 8.176297997124493122e-04 1.020275831222534180e+00 8.430071175098419189e-04
1.320000052452087402e+00 1.023467063903808594e+00 8.733731228858232498e-04 1.020636677742004395e+00 8.178030257113277912e-04 1.021425008773803711e+00 8.437125361524522305e-04
1.407999992370605469e+00 1.024662375450134277e+00 7.006917148828506470e-04 1.021074533462524414e+00 6.715237395837903023e-04 1.021380186080932617e+00 6.888056523166596889e-04
1.583999991416931152e+00 1.024153113365173340e+00 6.093704723753035069e-04 1.020967602729797363e+00 5.792885785922408104e-04 1.021877765655517578e+00 5.886126891709864140e-04
